     mean_fit_time  std_fit_time  mean_score_time  std_score_time param_max_depth param_max_features param_min_samples_split param_n_estimators                                                                                     params  split0_test_score  split1_test_score  split2_test_score  split3_test_score  split4_test_score  mean_test_score  std_test_score  rank_test_score  split0_train_score  split1_train_score  split2_train_score  split3_train_score  split4_train_score  mean_train_score  std_train_score
345       0.321560      0.040722         0.030253        0.010402              40               log2                       4                 10      {'max_depth': 40, 'max_features': 'log2', 'min_samples_split': 4, 'n_estimators': 10}           0.648459           0.654062           0.656863           0.673669           0.656381         0.657887        0.008437              613            0.866200            0.867951            0.863047            0.858844            0.866597          0.864528         0.003265
330       0.351192      0.084140         0.031497        0.005883              40               auto                       6                 10      {'max_depth': 40, 'max_features': 'auto', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.665266           0.662465           0.666199         0.657329        0.009558              616            0.840630            0.846585            0.844834            0.843082            0.848739          0.844774         0.002794
310       0.589936      0.083230         0.062144        0.020464              40               sqrt                       6                 10      {'max_depth': 40, 'max_features': 'sqrt', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.665266           0.662465           0.666199         0.657329        0.009558              616            0.840630            0.846585            0.844834            0.843082            0.848739          0.844774         0.002794
350       0.252597      0.022298         0.020914        0.005777              40               log2                       6                 10      {'max_depth': 40, 'max_features': 'log2', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.665266           0.662465           0.666199         0.657329        0.009558              616            0.840630            0.846585            0.844834            0.843082            0.848739          0.844774         0.002794
321       2.701254      0.886954         0.147297        0.028892              40               auto                       2                100     {'max_depth': 40, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.656863           0.662465           0.660589         0.657328        0.004318              619            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
301       3.586829      0.304927         0.192905        0.022871              40               sqrt                       2                100     {'max_depth': 40, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.656863           0.662465           0.660589         0.657328        0.004318              619            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
341       3.510134      0.129985         0.157355        0.017177              40               log2                       2                100     {'max_depth': 40, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.656863           0.662465           0.660589         0.657328        0.004318              619            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
410       0.153269      0.023807         0.017383        0.010782              50               log2                       6                 10      {'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.663866           0.662465           0.664797         0.656769        0.009078              622            0.840630            0.846585            0.843783            0.843082            0.846639          0.844144         0.002271
690       0.116880      0.002046         0.010400        0.000490            None               auto                       6                 10    {'max_depth': None, 'max_features': 'auto', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.663866           0.662465           0.664797         0.656769        0.009078              622            0.840630            0.846585            0.843783            0.843082            0.846639          0.844144         0.002271
650       0.119200      0.002769         0.011138        0.001071             110               log2                       6                 10     {'max_depth': 110, 'max_features': 'log2', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.663866           0.662465           0.664797         0.656769        0.009078              622            0.840630            0.846585            0.843783            0.843082            0.846639          0.844144         0.002271
710       0.120612      0.002221         0.010015        0.000634            None               log2                       6                 10    {'max_depth': None, 'max_features': 'log2', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.663866           0.662465           0.664797         0.656769        0.009078              622            0.840630            0.846585            0.843783            0.843082            0.846639          0.844144         0.002271
610       0.119863      0.005767         0.010356        0.000604             110               sqrt                       6                 10     {'max_depth': 110, 'max_features': 'sqrt', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.663866           0.662465           0.664797         0.656769        0.009078              622            0.840630            0.846585            0.843783            0.843082            0.846639          0.844144         0.002271
510       0.108629      0.004483         0.009461        0.000441              90               auto                       6                 10      {'max_depth': 90, 'max_features': 'auto', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.663866           0.662465           0.664797         0.656769        0.009078              622            0.840630            0.846585            0.843783            0.843082            0.846639          0.844144         0.002271
370       0.093516      0.006555         0.006478        0.000415              50               sqrt                       6                 10      {'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.663866           0.662465           0.664797         0.656769        0.009078              622            0.840630            0.846585            0.843783            0.843082            0.846639          0.844144         0.002271
430       0.145241      0.006232         0.016533        0.009939              80               sqrt                       6                 10      {'max_depth': 80, 'max_features': 'sqrt', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.663866           0.662465           0.664797         0.656769        0.009078              622            0.840630            0.846585            0.843783            0.843082            0.846639          0.844144         0.002271
490       0.112290      0.005714         0.009400        0.000489              90               sqrt                       6                 10      {'max_depth': 90, 'max_features': 'sqrt', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.663866           0.662465           0.664797         0.656769        0.009078              622            0.840630            0.846585            0.843783            0.843082            0.846639          0.844144         0.002271
470       0.111620      0.005871         0.010928        0.000318              80               log2                       6                 10      {'max_depth': 80, 'max_features': 'log2', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.663866           0.662465           0.664797         0.656769        0.009078              622            0.840630            0.846585            0.843783            0.843082            0.846639          0.844144         0.002271
670       0.114241      0.003751         0.010110        0.000143            None               sqrt                       6                 10    {'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.663866           0.662465           0.664797         0.656769        0.009078              622            0.840630            0.846585            0.843783            0.843082            0.846639          0.844144         0.002271
550       0.122815      0.002192         0.010865        0.000451             100               sqrt                       6                 10     {'max_depth': 100, 'max_features': 'sqrt', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.663866           0.662465           0.664797         0.656769        0.009078              622            0.840630            0.846585            0.843783            0.843082            0.846639          0.844144         0.002271
530       0.120820      0.005101         0.010664        0.000632              90               log2                       6                 10      {'max_depth': 90, 'max_features': 'log2', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.663866           0.662465           0.664797         0.656769        0.009078              622            0.840630            0.846585            0.843783            0.843082            0.846639          0.844144         0.002271
450       0.117434      0.018056         0.010000        0.000633              80               auto                       6                 10      {'max_depth': 80, 'max_features': 'auto', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.663866           0.662465           0.664797         0.656769        0.009078              622            0.840630            0.846585            0.843783            0.843082            0.846639          0.844144         0.002271
570       0.122495      0.004696         0.010074        0.000649             100               auto                       6                 10     {'max_depth': 100, 'max_features': 'auto', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.663866           0.662465           0.664797         0.656769        0.009078              622            0.840630            0.846585            0.843783            0.843082            0.846639          0.844144         0.002271
630       0.123114      0.004383         0.010796        0.000828             110               auto                       6                 10     {'max_depth': 110, 'max_features': 'auto', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.663866           0.662465           0.664797         0.656769        0.009078              622            0.840630            0.846585            0.843783            0.843082            0.846639          0.844144         0.002271
390       0.132225      0.042467         0.008445        0.000547              50               auto                       6                 10      {'max_depth': 50, 'max_features': 'auto', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.663866           0.662465           0.664797         0.656769        0.009078              622            0.840630            0.846585            0.843783            0.843082            0.846639          0.844144         0.002271
590       0.114291      0.001543         0.009601        0.000490             100               log2                       6                 10     {'max_depth': 100, 'max_features': 'log2', 'min_samples_split': 6, 'n_estimators': 10}           0.641457           0.651261           0.663866           0.662465           0.664797         0.656769        0.009078              622            0.840630            0.846585            0.843783            0.843082            0.846639          0.844144         0.002271
582       2.661049      0.069286         0.130490        0.007499             100               log2                       2                250    {'max_depth': 100, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 250}           0.656863           0.656863           0.659664           0.645658           0.661992         0.656208        0.005613              640            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
462       2.999041      0.671485         0.224049        0.112694              80               log2                       2                250     {'max_depth': 80, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 250}           0.656863           0.656863           0.659664           0.645658           0.661992         0.656208        0.005613              640            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
442       2.579578      0.099955         0.122367        0.003379              80               auto                       2                250     {'max_depth': 80, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 250}           0.656863           0.656863           0.659664           0.645658           0.661992         0.656208        0.005613              640            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
602       2.823799      0.065799         0.134897        0.008878             110               sqrt                       2                250    {'max_depth': 110, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 250}           0.656863           0.656863           0.659664           0.645658           0.661992         0.656208        0.005613              640            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
482       2.878425      0.083218         0.132751        0.006406              90               sqrt                       2                250     {'max_depth': 90, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 250}           0.656863           0.656863           0.659664           0.645658           0.661992         0.656208        0.005613              640            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
682       3.004137      0.278276         0.135586        0.005236            None               auto                       2                250   {'max_depth': None, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 250}           0.656863           0.656863           0.659664           0.645658           0.661992         0.656208        0.005613              640            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
662       2.888993      0.157664         0.130613        0.003977            None               sqrt                       2                250   {'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 250}           0.656863           0.656863           0.659664           0.645658           0.661992         0.656208        0.005613              640            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
622       2.817305      0.054003         0.139554        0.004738             110               auto                       2                250    {'max_depth': 110, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 250}           0.656863           0.656863           0.659664           0.645658           0.661992         0.656208        0.005613              640            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
502       2.698083      0.074508         0.130939        0.003502              90               auto                       2                250     {'max_depth': 90, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 250}           0.656863           0.656863           0.659664           0.645658           0.661992         0.656208        0.005613              640            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
562       2.742144      0.081122         0.131821        0.003172             100               auto                       2                250    {'max_depth': 100, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 250}           0.656863           0.656863           0.659664           0.645658           0.661992         0.656208        0.005613              640            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
702       2.773284      0.060383         0.131942        0.002911            None               log2                       2                250   {'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 250}           0.656863           0.656863           0.659664           0.645658           0.661992         0.656208        0.005613              640            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
422       2.631186      0.160102         0.132889        0.016803              80               sqrt                       2                250     {'max_depth': 80, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 250}           0.656863           0.656863           0.659664           0.645658           0.661992         0.656208        0.005613              640            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
522       2.686485      0.036360         0.136369        0.007840              90               log2                       2                250     {'max_depth': 90, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 250}           0.656863           0.656863           0.659664           0.645658           0.661992         0.656208        0.005613              640            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
382       3.072140      0.294348         0.148482        0.041091              50               auto                       2                250     {'max_depth': 50, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 250}           0.656863           0.656863           0.659664           0.645658           0.661992         0.656208        0.005613              640            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
402       3.540739      1.007244         0.159864        0.049947              50               log2                       2                250     {'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 250}           0.656863           0.656863           0.659664           0.645658           0.661992         0.656208        0.005613              640            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
542       2.774528      0.071644         0.132970        0.004714             100               sqrt                       2                250    {'max_depth': 100, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 250}           0.656863           0.656863           0.659664           0.645658           0.661992         0.656208        0.005613              640            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
362       7.020273      1.247945         0.434322        0.169477              50               sqrt                       2                250     {'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 250}           0.656863           0.656863           0.659664           0.645658           0.661992         0.656208        0.005613              640            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
642       2.824745      0.112102         0.131152        0.004023             110               log2                       2                250    {'max_depth': 110, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 250}           0.656863           0.656863           0.659664           0.645658           0.661992         0.656208        0.005613              640            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
581       1.065356      0.023907         0.054717        0.001225             100               log2                       2                100    {'max_depth': 100, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.658263           0.659664           0.656381         0.656206        0.003374              658            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
681       1.366001      0.010181         0.078635        0.003626            None               auto                       2                100   {'max_depth': None, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.658263           0.659664           0.656381         0.656206        0.003374              658            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
461       1.350990      0.301133         0.052653        0.002718              80               log2                       2                100     {'max_depth': 80, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.658263           0.659664           0.656381         0.656206        0.003374              658            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
541       1.111197      0.019528         0.054526        0.000965             100               sqrt                       2                100    {'max_depth': 100, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.658263           0.659664           0.656381         0.656206        0.003374              658            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
601       1.157068      0.043795         0.059980        0.004217             110               sqrt                       2                100    {'max_depth': 110, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.658263           0.659664           0.656381         0.656206        0.003374              658            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
441       1.425647      0.246326         0.067040        0.018016              80               auto                       2                100     {'max_depth': 80, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.658263           0.659664           0.656381         0.656206        0.003374              658            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
481       1.098305      0.046281         0.053718        0.002650              90               sqrt                       2                100     {'max_depth': 90, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.658263           0.659664           0.656381         0.656206        0.003374              658            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
361       2.359659      0.155036         0.123306        0.021110              50               sqrt                       2                100     {'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.658263           0.659664           0.656381         0.656206        0.003374              658            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
641       1.143527      0.025351         0.058900        0.001787             110               log2                       2                100    {'max_depth': 110, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.658263           0.659664           0.656381         0.656206        0.003374              658            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
621       1.147131      0.018283         0.059330        0.002766             110               auto                       2                100    {'max_depth': 110, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.658263           0.659664           0.656381         0.656206        0.003374              658            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
421       1.422653      0.133044         0.067911        0.006993              80               sqrt                       2                100     {'max_depth': 80, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.658263           0.659664           0.656381         0.656206        0.003374              658            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
661       1.143229      0.055023         0.064230        0.009833            None               sqrt                       2                100   {'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.658263           0.659664           0.656381         0.656206        0.003374              658            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
381       1.265031      0.119596         0.081774        0.024840              50               auto                       2                100     {'max_depth': 50, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.658263           0.659664           0.656381         0.656206        0.003374              658            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
701       1.131601      0.030405         0.055807        0.001503            None               log2                       2                100   {'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.658263           0.659664           0.656381         0.656206        0.003374              658            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
401       1.512475      0.847382         0.067116        0.019151              50               log2                       2                100     {'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.658263           0.659664           0.656381         0.656206        0.003374              658            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
501       1.106083      0.022330         0.055849        0.001501              90               auto                       2                100     {'max_depth': 90, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.658263           0.659664           0.656381         0.656206        0.003374              658            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
521       1.090093      0.018775         0.054869        0.001649              90               log2                       2                100     {'max_depth': 90, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.658263           0.659664           0.656381         0.656206        0.003374              658            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
561       1.114232      0.046509         0.062777        0.013151             100               auto                       2                100    {'max_depth': 100, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 100}           0.649860           0.656863           0.658263           0.659664           0.656381         0.656206        0.003374              658            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
302      10.222454      1.378551         0.538617        0.198159              40               sqrt                       2                250     {'max_depth': 40, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 250}           0.659664           0.656863           0.659664           0.642857           0.660589         0.655927        0.006654              676            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
322       6.681092      1.613505         0.345812        0.054794              40               auto                       2                250     {'max_depth': 40, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 250}           0.659664           0.656863           0.659664           0.642857           0.660589         0.655927        0.006654              676            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
342       8.294026      1.662280         0.547733        0.152355              40               log2                       2                250     {'max_depth': 40, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 250}           0.659664           0.656863           0.659664           0.642857           0.660589         0.655927        0.006654              676            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
343      15.827993      2.319705         0.744927        0.098842              40               log2                       2                500     {'max_depth': 40, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500}           0.654062           0.654062           0.656863           0.649860           0.661992         0.655368        0.003996              679            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
323      12.906332      1.051241         0.687600        0.104871              40               auto                       2                500     {'max_depth': 40, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 500}           0.654062           0.654062           0.656863           0.649860           0.661992         0.655368        0.003996              679            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
303      16.929192      1.629299         0.829637        0.219935              40               sqrt                       2                500     {'max_depth': 40, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500}           0.654062           0.654062           0.656863           0.649860           0.661992         0.655368        0.003996              679            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
523       5.547784      0.072104         0.268331        0.009741              90               log2                       2                500     {'max_depth': 90, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500}           0.652661           0.654062           0.656863           0.649860           0.660589         0.654807        0.003669              682            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
623       5.569563      0.137265         0.267249        0.006329             110               auto                       2                500    {'max_depth': 110, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 500}           0.652661           0.654062           0.656863           0.649860           0.660589         0.654807        0.003669              682            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
583       5.341457      0.113483         0.255595        0.006249             100               log2                       2                500    {'max_depth': 100, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500}           0.652661           0.654062           0.656863           0.649860           0.660589         0.654807        0.003669              682            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
703       5.642614      0.091626         0.278285        0.011884            None               log2                       2                500   {'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500}           0.652661           0.654062           0.656863           0.649860           0.660589         0.654807        0.003669              682            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
563       5.459308      0.113838         0.264790        0.012907             100               auto                       2                500    {'max_depth': 100, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 500}           0.652661           0.654062           0.656863           0.649860           0.660589         0.654807        0.003669              682            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
403       5.469216      0.341005         0.227579        0.005505              50               log2                       2                500     {'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500}           0.652661           0.654062           0.656863           0.649860           0.660589         0.654807        0.003669              682            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
543       5.591973      0.037571         0.281435        0.014954             100               sqrt                       2                500    {'max_depth': 100, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500}           0.652661           0.654062           0.656863           0.649860           0.660589         0.654807        0.003669              682            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
643       5.512723      0.136416         0.260278        0.006563             110               log2                       2                500    {'max_depth': 110, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500}           0.652661           0.654062           0.656863           0.649860           0.660589         0.654807        0.003669              682            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
363      16.844240      1.945123         0.667393        0.135334              50               sqrt                       2                500     {'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500}           0.652661           0.654062           0.656863           0.649860           0.660589         0.654807        0.003669              682            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
443       5.093971      0.170972         0.240704        0.013172              80               auto                       2                500     {'max_depth': 80, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 500}           0.652661           0.654062           0.656863           0.649860           0.660589         0.654807        0.003669              682            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
503       5.416566      0.100705         0.265023        0.010473              90               auto                       2                500     {'max_depth': 90, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 500}           0.652661           0.654062           0.656863           0.649860           0.660589         0.654807        0.003669              682            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
423       6.630736      0.528838         0.314563        0.027502              80               sqrt                       2                500     {'max_depth': 80, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500}           0.652661           0.654062           0.656863           0.649860           0.660589         0.654807        0.003669              682            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
683       5.522382      0.097513         0.261717        0.002102            None               auto                       2                500   {'max_depth': None, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 500}           0.652661           0.654062           0.656863           0.649860           0.660589         0.654807        0.003669              682            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
663       5.411442      0.162093         0.257968        0.010038            None               sqrt                       2                500   {'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500}           0.652661           0.654062           0.656863           0.649860           0.660589         0.654807        0.003669              682            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
483       5.245605      0.118090         0.249547        0.006854              90               sqrt                       2                500     {'max_depth': 90, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500}           0.652661           0.654062           0.656863           0.649860           0.660589         0.654807        0.003669              682            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
603       5.498200      0.188418         0.264167        0.011363             110               sqrt                       2                500    {'max_depth': 110, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500}           0.652661           0.654062           0.656863           0.649860           0.660589         0.654807        0.003669              682            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
463       5.710583      0.267888         0.241199        0.004993              80               log2                       2                500     {'max_depth': 80, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500}           0.652661           0.654062           0.656863           0.649860           0.660589         0.654807        0.003669              682            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
383       5.625350      0.176416         0.309236        0.119760              50               auto                       2                500     {'max_depth': 50, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 500}           0.652661           0.654062           0.656863           0.649860           0.660589         0.654807        0.003669              682            0.896322            0.901576            0.892820            0.897373            0.898810          0.897380         0.002883
380       0.117480      0.006205         0.010135        0.001003              50               auto                       2                 10      {'max_depth': 50, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 10}           0.626050           0.649860           0.637255           0.637255           0.646564         0.639397        0.008344              700            0.883012            0.885814            0.879860            0.881611            0.889006          0.883861         0.003227
480       0.116030      0.004761         0.009799        0.000955              90               sqrt                       2                 10      {'max_depth': 90, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 10}           0.626050           0.649860           0.637255           0.637255           0.646564         0.639397        0.008344              700            0.883012            0.885814            0.879860            0.881611            0.889006          0.883861         0.003227
700       0.125836      0.005509         0.010435        0.000903            None               log2                       2                 10    {'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 10}           0.626050           0.649860           0.637255           0.637255           0.646564         0.639397        0.008344              700            0.883012            0.885814            0.879860            0.881611            0.889006          0.883861         0.003227
